ID,頭文字,品目名,item_name,小型家電回収対象,出し方,category,出し方のポイント,point,品目名_output,item_name_output,完全一致1,完全一致2,完全一致3
3131,ま,マドラー,muddler,,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ、ガラス製のものは燃えないごみへ。,"Metal is to Small metal items, and glass is for non -Burnable garbage.",マドラー,muddler,muddler,nan,nan
3132,ま,マネキンヘッド,mannequin head,,燃やすごみ,Burnable garbage,事業で排出するものは事業系ごみ。50cm以上のものは粗大ごみへ。金属製は、30cm未満のものは小さな金属類 30cm以上のものは粗大ごみへ。,"What is excreted in the business is business garbage. If it is more than 50cm, go to oversized garbage. Metal is less than 30cm for Small metal itemss for 30cm or more to oversized garbage.",マネキンヘッド,Mannequin head,mannequin head,nan,nan
3133,ま,マスキングテープ,masking tape,,燃やすごみ,Burnable garbage,,,マスキングテープ,Masking tape,masking tape,nan,nan
3134,ま,窓用フィルム,window film,,燃やすごみ,Burnable garbage,,,窓用フィルム,Window film,window film,nan,nan
3135,ま,マッシャー,masher,,小さな金属類,Small metal items,樹脂製品は燃やすごみへ。,Resin products are to Burnable garbage.,マッシャー,Masher,masher,nan,nan
3136,ま,マジックテープ,magic tape,,燃やすごみ,Burnable garbage,,,マジックテープ,Magic tape,magic tape,nan,nan
3137,ま,麻雀台、麻雀卓,mahjong stand,,粗大ごみ,Oversized garbage,,,麻雀台,Mahjong stand,mahjong stand,nan,nan
3138,ま,マイカ線,mica line,,燃やすごみ,Burnable garbage,,,マイカ線,Mica line,mica line,nan,nan
3139,ま,マスト,mast,,粗大ごみ,Oversized garbage,,,マスト,mast,mast,nan,nan
3140,ま,巻き簀、まきす、まきすだれ、巻きすだれ,cage,,燃やすごみ,Burnable garbage,,,巻き簀,Cage,cage,nan,nan
3141,ま,マグネットバー,magnet bar,,燃やすごみ,Burnable garbage,,,マグネットバー,Magnet bar,magnet bar,nan,nan
3142,ま,窓拭きワイパー,window wiper,,粗大ごみ,Oversized garbage,金属製で30cm未満のものは小さな金属類へ 金属製以外のもので50cm未満のものは燃やすごみへ。,"Metal and less than 30 cm to Small metal itemss are used other than metal, and those with less than 50cm are burned to Burnable garbage.",窓拭きワイパー,Window wiper,window wiper,nan,nan
3143,ま,マスターボード(ビンゴゲーム・プラスチック製),masterboard (made by bingo game plastic),,燃やすごみ,Burnable garbage,紙製のものは古紙(雑誌・その他の紙)へ。,"For paper, go to the used paper (magazine / other paper).",マスターボード(ビンゴゲーム・プラスチック製),Masterboard (made by bingo game plastic),masterboard (made by bingo game plastic),nan,nan
3144,ま,まな板(ガラス製),mana board (made of glass),,燃えないごみ,Non-burnable garbage,,,まな板(ガラス製),Mana board (made of glass),mana board (made of glass),nan,nan
3145,ま,マジックハンド,magic hand,,粗大ごみ,Oversized garbage,プラスチック製で50cm未満のものは燃やすごみへ。金属製で30cm未満のものは小さな金属類へ。,Made of plastic and less than 50cm to burn garbage. Metal and less than 30cm to Small metal itemss.,マジックハンド,Magic hand,magic hand,nan,nan
3146,ま,まゆそり,mane,,燃やすごみ,Burnable garbage,取っ手が金属製のものは小さな金属類へ。,"If the handle is made of metal, go to a Small metal items.",まゆそり,Mane,mane,nan,nan
3147,ま,マヨネーズのキャップ,mayonnaise cap,,プラスチック製容器包装,Plastic containers and packaging,,,マヨネーズのキャップ,Mayonnaise cap,mayonnaise cap,nan,nan
3148,ま,まな板シート,cutting board sheet,,燃やすごみ,Burnable garbage,,,まな板シート,Cutting board sheet,cutting board sheet,nan,nan
3149,ま,幕,curtain,,古布,Used Cloth,,,幕,curtain,curtain,nan,nan
3150,ま,巻き藁,rolled straw,,粗大ごみ,Oversized garbage,50cm未満のものは燃やすごみへ。,Those who are less than 50cm are to Burnable garbage.,巻き藁,Rolled straw,rolled straw,nan,nan
3151,ま,枕干し,pillow drying,,燃やすごみ,Burnable garbage,,,枕干し,Pillow drying,pillow drying,nan,nan
3152,ま,マネークリップ(金属製),money clip (metal),,小さな金属類,Small metal items,,,マネークリップ(金属製),Money clip (metal),money clip (metal),nan,nan
3154,ま,マネークリップ(革製),money clip (leather),,燃やすごみ,Burnable garbage,,,マネークリップ(革製),Money clip (leather),money clip (leather),nan,nan
3155,ま,麻雀牌ケース,mahjong tile case,,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss,麻雀牌ケース,Mahjong tile case,mahjong tile case,nan,nan
3156,ま,マグネット付フック(プラスチック製),hook with magnet (made of plastic),,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,マグネット付フック(プラスチック製),Hook with magnet (made of plastic),hook with magnet (made of plastic),nan,nan
3157,ま,曲げわっぱ,bend,,燃やすごみ,Burnable garbage,,,曲げわっぱ,Bend,bend,nan,nan
3158,ま,マルチクッカー(プラスチック製),multi -cooker (made of plastic),◎,燃やすごみ,Burnable garbage,金属製のもの(本体・パーツ)は小さな金属類へ。,Metal (body / part) to Small metal itemss.,マルチクッカー(プラスチック製),Multi -cooker (made of plastic),multi -cooker (made of plastic),nan,nan
3159,み,ミキサー(調理器具),mixer (cooking utensils),,燃やすごみ,Burnable garbage,ガラス製の容器は燃えないごみへ。刃の部分は小さな金属類へ。,Glass containers are not Burnable garbage. The blade is to a Small metal items.,ミキサー(調理器具),Mixer (cooking utensils),mixer (cooking utensils),nan,nan
3160,み,ミシン,sewing machine,,粗大ごみ,Oversized garbage,金属製で30cm未満のものは小さな金属類へ。プラスチック製で50cm未満のものは燃やすごみへ。,Metal and less than 30cm to Small metal itemss. Made of plastic and less than 50cm to Burnable garbage.,ミシン,sewing machine,sewing machine,nan,nan
3161,み,水枕,water pillow,,燃やすごみ,Burnable garbage,金属部分は小さな金属類へ。,The metal part is to a Small metal items.,水枕,Water pillow,water pillow,nan,nan
3162,み,みりんの入っていたペットボトル,pet bottle with mirin,,缶・びん・ペットボトル,Cans、 bottles、 PET bottles,ペットボトルマークを確認。,Check the plastic bottle mark.,みりんの入っていたペットボトル,PET bottle with Mirin,pet bottle with mirin,nan,nan
3163,み,みりん風調味料の入っていたペットボトル,pet bottle with mirin -style seasoning,,缶・びん・ペットボトル,Cans、 bottles、 PET bottles,ペットボトルマークを確認。,Check the plastic bottle mark.,みりん風調味料の入っていたペットボトル,PET bottle with mirin -style seasoning,pet bottle with mirin -style seasoning,nan,nan
3164,み,水着,swimsuit,,古布,Used Cloth,洗濯をして乾かしてから ゴム製は燃やすごみへ。,"After washing and dried, the rubber is burned.",水着,Swimsuit,swimsuit,nan,nan
3165,み,水切りかご,drainage basket,,粗大ごみ,Oversized garbage,金属製で30cm未満のものは小さな金属類へ。プラスチック製で50cm未満のものは燃やすごみへ。,Metal and less than 30cm to Small metal itemss. Made of plastic and less than 50cm to Burnable garbage.,水切りかご,Drainage basket,drainage basket,nan,nan
3166,み,水切りネット,draining net,,燃やすごみ,Burnable garbage,,,水切りネット,Draining net,draining net,nan,nan
3167,み,ミニカー,minicar,,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,ミニカー,Minicar,minicar,nan,nan
3168,み,ミニテーブル,mini -table,,粗大ごみ,Oversized garbage,プラスチック製で50cm未満のものは燃やすごみへ。金属製で30cm未満のものは小さな金属類へ。,Made of plastic and less than 50 cm to Burnable garbage. Metal and less than 30 cm to Small metal itemss.,ミニテーブル,Mini -table,mini -table,nan,nan
3169,み,耳かき,earpick,,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,耳かき,Earpick,earpick,nan,nan
3170,み,ミックスペーパー,mick paper,,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),,,ミックスペーパー,Mick paper,mick paper,nan,nan
3171,み,ミサンガ,misanga,,燃やすごみ,Burnable garbage,,,ミサンガ,Misanga,misanga,nan,nan
3172,み,耳栓,earplug,,燃やすごみ,Burnable garbage,,,耳栓,Earplug,earplug,nan,nan
3173,み,ミシン台,sewing machine stand,,粗大ごみ,Oversized garbage,,,ミシン台,Sewing machine stand,sewing machine stand,nan,nan
3174,み,ミニ四駆,four wheel drive mini,◎,燃やすごみ,Burnable garbage,電池は抜く。,Pull out the battery.,ミニ四駆,Four wheel drive mini,four wheel drive mini,nan,nan
3175,み,水受け(立水栓用),water receiving (for standing faucet),,粗大ごみ,Oversized garbage,金属製で30cm未満のものは小さな金属類へ 木製・プラスチック製で50cm未満のものは燃やすごみへ 陶器製で50cm未満のものは燃えないごみへ。,"Metal with less than 30 cm to Small metal itemss, wooden and plastic, and less than 50 cm for those who are less than 50 cm to garbage made of pottery and less than 50 cm to the non -burnable garbage.",水受け(立水栓用),Water receiving (for standing faucet),water receiving (for standing faucet),nan,nan
3176,み,耳あて,ears,,燃やすごみ,Burnable garbage,,,耳あて,Ears,ears,nan,nan
3177,み,ミラーボール,mirror ball,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみ。,Things with 50cm or more are oversized garbage.,ミラーボール,Mirror ball,mirror ball,nan,nan
3178,み,ミラーマット,mirror mat,,プラスチック製容器包装,Plastic containers and packaging,ミラーマットを購入した場合は燃やすごみへ。,"If you buy a mirror mat, go to the Burnable garbage.",ミラーマット,Mirror mat,mirror mat,nan,nan
3179,み,ミシンケース,sewing machine case,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If you are more than 50cm, go to the oversized garbage.",ミシンケース,Sewing machine case,sewing machine case,nan,nan
3180,み,味噌こし,miso,,小さな金属類,Small metal items,,,味噌こし,Miso,miso,nan,nan
3181,み,水受け皿(植木鉢),water plate (flower pot),,燃やすごみ,Burnable garbage,,,水受け皿(植木鉢),Water plate (flower pot),water plate (flower pot),nan,nan
3182,み,水切りシート,draining sheet,,燃やすごみ,Burnable garbage,,,水切りシート,Draining sheet,draining sheet,nan,nan
3183,み,ミキサー・フードプロセッサーの刃,mixer food processor blade,,小さな金属類,Small metal items,新聞紙等に包み、品名を表示する。,Wrap it in newspaper and display the product name.,ミキサー・フードプロセッサーの刃,Mixer food processor blade,mixer food processor blade,nan,nan
3184,み,ミラーシート,mirror seat,,燃やすごみ,Burnable garbage,,,ミラーシート,Mirror seat,mirror seat,nan,nan
3185,み,水桶,water trail,,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",水桶,Water trail,water trail,nan,nan
3186,み,水切り台,draining platform,,粗大ごみ,Oversized garbage,,,水切り台,Draining platform,draining platform,nan,nan
3187,み,水草,aquarium,,燃やすごみ,Burnable garbage,,,水草,Aquarium,aquarium,nan,nan
3188,む,虫眼鏡、虫メガネ、ルーペ、ハズキルーペ,magnifying glass,,燃えないごみ,Non-burnable garbage,,,虫眼鏡,magnifying glass,magnifying glass,nan,nan
3189,む,虫かご(木製・プラスチック製),insect basket (wooden / plastic),,燃やすごみ,Burnable garbage,ガラス製のものは燃えないごみへ。,Glass is to non -burnable garbage.,虫かご(木製・プラスチック製),Insect basket (wooden / plastic),insect basket (wooden / plastic),nan,nan
3190,む,虫捕り網、虫網,insect catching net,,粗大ごみ,Oversized garbage,50cm未満のものは燃やすごみへ。,Those who are less than 50cm are to Burnable garbage.,虫捕り網,Insect catching net,insect catching net,nan,nan
3191,む,無停電電源装置(UPS),no power outage power supply (ups),,販売店へ相談,Consult the dealer,収集車の火災の原因となるため、集積場所に出さないでください。,Do not put it out to the collector because it may cause a collection of cars.,無停電電源装置(UPS),No power outage power supply (UPS),no power outage power supply (ups),nan,nan
